Timestamp,AX,AY,AZ,fAX,fAY,fAZ,Amag,UL
18:18:01:342,0,128,-32,2.178569,-0.179244,2.480476,3.306214223,235.3
18:18:01:432,32,-64,-64,2.22677,-0.268428,2.343752,3.244030157,235.3
18:18:01:523,-32,64,96,2.171505,-0.17863,2.536226,3.343618544,235.3
18:18:01:613,-64,32,0,2.064758,-0.133674,2.531014,3.269117038,235.3
18:18:01:703,0,0,64,2.061429,-0.133487,2.657063,3.365604268,235.3
18:18:01:793,-32,-64,-32,2.006584,-0.222522,2.586053,3.280787331,235.3
18:18:01:883,-32,32,-32,1.951878,-0.177607,2.515285,3.188734954,235.3
18:18:01:974,-32,-64,-32,1.897311,-0.266504,2.444757,3.106066677,235.3
18:18:02:064,-96,-96,64,1.740117,-0.399833,2.570368,3.129642992,235.3
18:18:02:162,32,32,-64,1.788723,-0.354686,2.434633,3.041836612,235.3
18:18:02:246,-64,0,-64,1.683155,-0.354192,2.299271,2.871429933,235.3
18:18:02:336,128,64,32,1.88579,-0.264709,2.359744,3.032270853,235.3
18:18:02:424,32,-32,-32,1.934143,-0.308832,2.289886,3.013281308,235.3
18:18:02:514,32,-96,-64,1.98237,-0.441773,2.15529,2.961457274,235.3
18:18:02:604,-64,0,-64,1.876638,-0.441159,2.021063,2.793042623,235.3
18:18:02:694,0,0,0,1.873631,-0.440546,2.016965,2.787960135,235.3
18:18:02:784,-128,-64,0,1.665901,-0.528651,2.012884,2.665783191,235.3
18:18:02:874,-32,-64,96,1.612,-0.616622,2.202692,2.798324273,235.3
18:18:02:966,-96,64,-64,1.455862,-0.527074,2.069014,2.584213632,235.3
18:18:03:054,-96,-32,0,1.299919,-0.570686,2.064839,2.505799675,235.3
18:18:03:145,0,0,32,1.297838,-0.569896,2.125124,2.554469992,235.3
18:18:03:233,-64,96,64,1.19348,-0.436363,2.249553,2.583659397,235.3
18:18:03:324,64,64,-32,1.293827,-0.347214,2.180731,2.559322872,235.3
18:18:03:413,32,32,32,1.342869,-0.302465,2.240572,2.629628323,235.3
18:18:03:504,0,96,-32,1.340727,-0.169339,2.171956,2.55804954,235.3
18:18:03:594,288,160,-32,1.797401,0.052193,2.103567,2.767375758,235.3
18:18:03:684,96,-160,0,1.948093,-0.169579,2.099363,2.868997801,235.3
18:18:03:775,96,-128,64,2.098586,-0.347024,2.22284,3.076606332,235.3
18:18:03:864,4832,-2784,-1504,9.829102,-4.215586,-0.779451,10.72333695,235.3
18:18:03:955,-480,-768,-32,8.970878,-5.334504,-0.843425,10.47114849,235.3
18:18:04:045,-160,224,-96,8.672453,-4.993911,-1.038133,10.06122797,235.3
18:18:04:133,64,64,-256,8.770326,-4.891129,-1.559754,10.16241082,235.3
18:18:04:225,-768,-288,96,7.39716,-5.312836,-1.359552,9.208288878,235.3
18:18:04:313,256,-96,128,7.842665,-5.448482,-1.094122,9.611995285,235.3
18:18:04:404,0,-160,160,7.828566,-5.679725,-0.763402,9.701984555,235.3
18:18:04:495,96,128,-160,7.986813,-5.479393,-1.090688,9.746924123,235.3
18:18:04:583,192,32,-256,8.317061,-5.423161,-1.615202,10.05947595,235.3
18:18:04:675,-448,-480,256,7.496573,-6.134657,-1.083517,9.747134571,235.3
18:18:04:764,-256,-288,160,7.019331,-6.560602,-0.750041,9.637171151,235.3
18:18:04:944,-32,192,-32,7.225853,-6.394737,-1.144253,9.716734421,235.3
18:18:05:034,256,-128,-32,7.678072,-6.57976,-1.208181,10.18360116,235.3
18:18:05:124,-352,32,32,7.022198,-6.521008,-1.139479,9.650555553,235.3
18:18:05:213,288,32,0,7.537302,-6.462389,-1.137125,9.993320084,235.3
18:18:05:303,-96,-160,192,7.346776,-6.695857,-0.73893,9.967729737,235.3
18:18:05:408,0,32,64,7.333254,-6.636925,-0.605218,9.909171333,235.3
18:18:05:483,-224,480,-256,6.908187,-5.896364,-1.132305,9.152719304,235.3
18:18:05:574,-128,1888,544,6.659609,-2.990656,-0.003848,7.300303429,235.3
18:18:05:663,-256,-736,928,6.175231,-4.156017,1.934064,7.690679994,235.3
18:18:05:753,160,288,-480,6.459866,-3.685488,0.911158,7.492856561,235.3
18:18:05:846,352,-1568,-352,7.100029,-6.215502,0.1565,9.437551015,235.3
18:18:05:934,-256,96,-320,6.610144,-6.045297,-0.531466,8.973409365,235.3
18:18:06:024,-256,288,-160,6.119516,-5.555483,-0.87559,8.311349186,235.3
18:18:06:116,-32,128,512,6.048059,-5.332075,0.232295,8.066226035,235.3
18:18:06:207,256,384,-96,6.516089,-4.680165,0.022745,8.022710117,235.3
18:18:06:292,96,-128,-128,6.684168,-4.887913,-0.25596,8.284643074,235.3
18:18:06:383,-256,-288,-224,6.190812,-5.365222,-0.743232,8.225822399,235.3
18:18:06:473,-480,-64,-416,5.274612,-5.464468,-1.649647,7.771954548,235.3
18:18:06:567,-512,32,288,4.292227,-5.401088,-1.013554,6.972966077,235.3
18:18:06:656,480,640,288,5.203269,-4.310273,-0.376588,6.76714712,235.3
18:18:06:745,512,-928,288,6.181192,-5.888883,0.261234,8.54133015,235.3
18:18:06:834,-32,128,-256,6.106915,-5.656241,-0.30756,8.329589799,235.3
18:18:06:925,-192,640,-64,5.721976,-4.533319,-0.449339,7.313952149,235.3
18:18:07:016,320,448,-1248,6.333872,-3.737513,-3.223735,8.029906929,235.3
18:18:07:103,-192,-448,-960,5.946051,-4.524448,-5.399615,9.218567912,235.3
18:18:07:195,128,-800,32,6.185192,-5.943482,-5.313135,10.09014281,235.3
18:18:07:284,-1408,256,-896,3.413053,-5.469631,-7.369485,9.791583285,235.3
18:18:07:376,0,-32,-128,3.406187,-5.517787,-7.652284,10.03023099,235.3
18:18:07:466,-352,64,96,2.69263,-5.391764,-7.409273,9.550848221,235.3
18:18:07:557,-928,224,-96,0.814572,-4.976092,-7.616915,9.134681891,235.3
18:18:07:647,-704,-96,1088,-0.631186,-5.141489,-5.050438,7.234654718,235.3
18:18:07:735,608,-128,672,0.632245,-5.364731,-3.433568,6.400739149,235.3
18:18:07:828,-1344,256,-896,-2.187071,-4.889512,-5.58876,7.74111397,235.3
18:18:07:914,-192,-7104,-14208,-2.594881,-17.841055,-40.40852,44.24799588,235.3
18:18:08:007,1600,1344,-4864,0.853895,-15.009666,-55.545891,57.54446296,235.3
18:18:08:140,1824,1024,2624,4.894076,-12.795365,-46.357346,48.33918569,235.3
18:18:08:320,-1024,544,1440,2.960668,-9.879374,-38.845547,40.19134369,235.3
18:18:08:409,288,-256,-224,3.626707,-10.42558,-39.534878,41.04695239,235.3
18:18:08:500,-512,288,64,2.417837,-9.761517,-39.149429,40.42042727,235.3
18:18:08:589,608,-352,-1696,3.848856,-10.525908,-45.307495,46.67309219,235.3
18:18:08:683,7424,-5152,512,21.553057,-22.06208,-43.175682,53.06042929,235.3
18:18:08:768,-2080,2720,1312,15.810439,-15.293674,-37.954277,43.86791069,235.3
18:18:08:863,-928,-224,128,13.130653,-15.835678,-37.300125,42.5967378,235.3
18:18:08:954,512,0,-1312,14.56968,-15.794489,-42.32151,47.46421459,235.3
18:18:09:041,-128,960,640,14.15553,-13.262206,-39.576229,44.07429,235.3
18:18:09:130,-64,160,-448,13.928511,-12.805008,-41.235157,45.36859951,235.3
18:18:09:219,672,544,288,15.837456,-11.334534,-39.892448,44.39261291,235.3
18:18:09:308,0,0,992,15.791046,-11.304347,-35.673729,40.61724185,235.3
18:18:09:398,-576,0,480,14.061393,-11.274314,-33.530914,38.06777013,235.3
18:18:09:488,576,-64,-352,15.718334,-11.414053,-34.862331,39.90900591,235.3
18:18:09:578,160,640,1632,16.147268,-9.690365,-27.878721,33.64313485,235.3
18:18:09:668,-224,-864,-608,15.433405,-11.974257,-30.379442,36.11763166,235.3
18:18:09:757,32,-352,-1312,15.48274,-12.896299,-35.943939,41.20675329,235.3
18:18:09:847,-1952,992,1184,9.639064,-10.160277,-30.535545,33.5940812,235.3
18:18:09:937,1216,128,-672,13.351642,-9.777613,-33.435574,37.30691181,235.3
18:18:10:027,0,-288,-160,13.309692,-10.5482,-34.012463,38.01657617,235.3
18:18:10:117,736,416,352,15.573769,-9.363523,-32.256557,37.02301059,235.3
18:18:10:207,-160,288,-672,15.017541,-8.53292,-35.175728,39.18761414,235.3
18:18:10:297,-96,128,0,14.665714,-8.150359,-35.013912,38.82635126,235.3
18:18:10:387,192,-1344,-736,15.22717,-11.893068,-38.22604,42.8315527,235.3
18:18:10:488,-384,-96,352,13.962716,-12.134316,-36.421227,40.84978383,235.3
18:18:10:568,448,256,-1472,15.343989,-11.366128,-43.081623,47.12380613,235.3
18:18:10:657,96,192,512,15.602067,-10.782054,-40.444954,44.67070055,235.3
18:18:10:747,-448,-480,896,14.121016,-12.131253,-35.968903,40.50101697,235.3
18:18:10:837,-736,32,480,11.710188,-12.003537,-33.468639,37.43478596,235.3
18:18:10:928,-256,1152,3424,10.839721,-8.641668,-16.624147,21.64579037,235.3
18:18:11:017,800,-480,2304,13.411031,-10.030631,-4.599105,17.36724151,235.3
18:18:11:108,-128,-480,320,12.944545,-11.42441,-2.848519,17.49835563,235.3
18:18:11:197,-64,-192,-160,12.690842,-11.96336,-3.696945,17.82826002,235.3
18:18:11:290,224,768,160,13.386349,-9.634034,-2.815179,16.73123377,235.3
18:18:11:377,-96,640,-832,13.025982,-7.669625,-7.272181,16.77450361,235.3
18:18:11:467,64,-896,-448,13.193727,-10.382412,-9.667362,19.37335281,235.3
18:18:11:557,608,-352,-1792,15.146667,-11.44089,-19.385735,27.13157214,235.3
18:18:11:648,-576,960,2080,13.189156,-8.419808,-7.597112,17.39434142,235.3
18:18:11:749,576,96,-1408,15.068574,-8.08981,-15.743268,23.24558959,235.3
18:18:11:834,-480,896,-960,13.402389,-5.235686,-21.356295,25.75126744,235.3
18:18:12:008,-160,160,-768,11.904379,-3.255898,-17.210655,21.17833225,235.3
18:18:12:098,-1920,160,3168,5.347076,-2.729814,2.576472,6.533093769,235.3
18:18:12:188,-64,128,416,5.103462,-2.30853,5.290413,7.704745606,235.3
18:18:12:277,64,-64,-992,5.309925,-2.507212,-1.267082,6.007238327,235.3
18:18:12:367,0,1760,-992,5.291354,3.157808,-7.867131,9.99309405,235.3
18:18:12:457,1024,-64,-864,8.842117,2.935082,-13.644265,16.52161332,235.3
18:18:12:549,384,160,672,10.171663,3.454953,-8.970435,13.99528965,235.3
18:18:12:638,-1728,-96,1088,3.987506,3.125825,-1.442199,5.267914577,235.3
18:18:12:729,256,192,-544,4.911896,3.750043,-5.220828,8.089906663,235.3
18:18:12:817,-96,-640,-1216,4.541248,1.621511,-13.685178,14.50987003,235.3
18:18:12:907,-2208,-224,2976,-3.571909,0.86842,7.56913,8.414536004,235.3
18:18:12:997,-544,672,960,-5.6334,3.111145,14.691368,16.03903714,235.3
18:18:13:132,960,-800,-1664,-1.92443,0.400539,1.995809,2.801270405,235.3
18:18:13:222,768,1696,-3008,1.078186,6.195461,-21.349884,22.25676906,235.3
18:18:13:320,2304,3008,-1568,10.161637,16.765057,-33.964214,39.21598954,235.3
18:18:13:402,832,1056,-2528,13.538597,20.629549,-54.759693,60.06243317,235.3
18:18:13:492,-2880,-480,2208,1.503796,18.736404,-35.123409,39.83676816,235.3
18:18:13:583,992,1696,-1728,5.842783,25.118156,-50.341034,56.56217445,235.3
18:18:13:672,832,1568,1312,9.517144,31.161764,-37.796612,49.90205852,235.3
18:18:13:762,-32,-928,1184,9.330289,27.304281,-26.348078,39.07427886,235.3
18:18:13:854,2048,608,-256,18.472111,29.674763,-28.531595,45.12053144,235.3
18:18:13:942,5376,-1216,-1344,43.359787,24.551842,-40.977566,64.51375814,235.3
18:18:14:033,4576,-1728,-384,66.552414,17.195797,-44.27634,81.76376659,235.3
18:18:14:167,384,1312,-1472,68.314148,22.796682,-57.968075,92.44895481,235.3
18:18:14:257,-480,-1088,-2560,65.268867,17.889101,-82.40641,106.634241,235.3
18:18:14:348,-7744,-3840,3104,21.666151,0.544339,-50.05788,54.54823328,235.3
18:18:14:437,1216,4448,-128,29.326735,21.978743,-50.890587,62.71343058,235.3
18:18:14:527,1664,3968,-4128,39.992111,42.57999,-94.054977,110.7192991,235.3
18:18:14:618,2432,-1824,1792,56.00106,32.124832,-72.703568,97.23133421,235.3
18:18:14:709,-704,-1824,-9056,50.708393,21.402414,-177.011261,185.370955,235.3
18:18:14:800,1408,3456,-8160,60.236912,41.857311,-284.88031,294.1722473,235.3
18:18:14:888,-608,-1152,4288,55.452877,34.306892,-214.329956,224.0297178,235.3
18:18:14:984,-3296,-352,-1376,31.313641,31.821495,-233.567383,237.7958664,235.3
18:18:15:069,-480,-3712,5568,27.41396,7.704994,-136.898499,139.8287923,235.3
18:18:15:159,-1600,-2528,8864,14.97096,-9.731523,27.425753,32.72619915,235.3
18:18:15:248,1664,352,-3520,27.88763,-7.136714,-47.384491,55.44314729,235.3
18:18:15:338,-4128,-3232,-4224,-5.468705,-30.26984,-139.629211,142.9772238,235.3
18:18:15:430,-1088,-1856,-10560,-14.798487,-44.105518,-383.16983,385.9836921,235.3
18:18:15:607,416,-3488,7552,-42.219841,-61.200462,-254.07901,264.734121,235.3
18:18:15:698,11200,3040,-8032,62.047176,-35.108627,-504.356781,509.3704254,235.3
18:18:15:788,3104,4448,3232,96.215408,4.594525,-370.406586,382.7264733,235.3
18:18:15:882,6144,2656,-12032,167.43042,29.936642,-803.052246,820.8666505,235.3
18:18:16:014,-640,-3456,-5504,156.911438,-4.799127,-1008.724426,1020.866886,235.3
18:18:16:106,-1280,-512,5696,138.137985,-10.148493,-702.464172,715.9895305,235.3
18:18:16:199,64,-6048,-2048,137.154739,-73.796608,-768.734558,784.3533531,235.3
18:18:16:288,832,2144,-4512,146.262726,-47.900444,-948.944824,961.3446398,235.3
18:18:16:383,-7168,-15136,10176,50.330482,-229.674896,-401.589081,465.3573952,235.3
18:18:16:466,6144,2080,-4512,140.588303,-194.01152,-634.794739,678.5056385,235.3
18:18:16:554,-3840,-7168,4352,75.524452,-304.879303,-346.320312,467.5394002,235.3
18:18:16:644,-1888,-7520,-1440,41.475842,-433.253479,-411.735565,599.1285321,235.3
18:18:16:737,-2048,3008,2560,4.486881,-364.588043,-240.564026,436.8244771,235.3
18:18:16:826,-896,480,2304,-11.819429,-346.951721,-94.216949,359.7110355,235.3
18:18:16:916,-736,3680,-3456,-24.927658,-263.220184,-285.824158,389.3606332,235.3
18:18:17:005,1120,8160,-3232,-4.282526,-78.130714,-454.757843,461.4406184,235.3
18:18:17:097,320,-6016,-10720,1.59045,-226.77211,-1042.370483,1066.754116,235.3
18:18:17:186,3840,3648,-11616,70.30497,-121.212997,-1724.814819,1730.497483,235.3
18:18:17:276,-1152,-1280,-4064,47.189266,-154.257858,-1894.453735,1901.309356,235.3
18:18:17:367,-2336,-2080,-512,1.89516,-208.853546,-1796.911865,1809.009576,235.3
18:18:17:454,-2112,2592,6784,-39.374039,-128.748245,-1216.791138,1224.216933,235.3
18:18:17:548,544,-5024,1184,-27.740152,-272.262268,-1040.585327,1075.971227,235.3
18:18:17:635,-3008,-3616,-1504,-86.678093,-376.531891,-1073.684692,1141.090783,235.3
18:18:17:727,-1632,1472,4704,-118.39547,-317.013306,-685.193665,764.2023829,235.3
18:18:17:812,-32,352,-1088,-116.605293,-295.397888,-713.299805,780.8029959,235.3
18:18:17:904,1184,2176,-6656,-90.158241,-217.045547,-1103.828369,1128.571817,235.3
18:18:17:997,3424,480,-2784,-18.339474,-194.601105,-1218.904053,1234.476819,235.3
18:18:18:084,320,-672,1312,-11.097267,-209.69458,-1051.581543,1072.342626,235.3
18:18:18:176,-1376,-64,3232,-39.890419,-205.188141,-773.375366,801.1260047,235.3
18:18:18:263,-640,-768,-96,-52.619686,-222.121735,-728.758789,763.6728809,235.3
18:18:18:361,-832,32,608,-68.998398,-214.618088,-645.102661,683.3587241,235.3
18:18:18:444,96,-1568,1216,-65.550491,-253.625854,-532.738464,593.6608558,235.3
18:18:18:534,288,-576,352,-58.290314,-262.894592,-480.599152,550.8964259,235.3
18:18:18:624,-64,384,-1248,-58.405998,-244.701935,-524.019653,581.2803922,235.3
18:18:18:715,128,128,-288,-54.70377,-234.378876,-511.197052,565.0206951,235.3
18:18:18:810,32,-736,-1024,-53.009102,-247.996292,-537.739563,594.5384457,235.3
18:18:18:894,1120,-480,-2144,-30.483322,-254.187881,-617.557983,668.5196887,235.3
18:18:18:983,1024,-672,-1696,-10.158054,-265.097443,-670.171143,720.7698671,235.3
18:18:19:073,704,224,800,3.62642,-252.550171,-600.378296,651.3438709,235.3
18:18:19:253,1792,-1120,384,45.359314,-256.958527,-465.62915,533.7561778,235.3
18:18:19:344,-928,192,992,26.584114,-245.834351,-400.134155,470.3706892,235.3
18:18:19:478,672,-704,-480,39.031181,-257.009216,-403.664124,480.1269574,235.3
18:18:19:569,-736,4032,1920,24.18158,-153.97583,-305.158173,342.6584533,235.3
18:18:19:658,-736,832,512,9.67302,-128.912048,-270.446777,299.7554714,235.3
18:18:19:748,480,-160,-2592,18.612776,-129.69754,-366.525848,389.2416789,235.3
18:18:19:838,288,-2080,-736,23.684029,-177.78981,-381.862579,421.8876379,235.3
18:18:19:928,0,-224,-448,23.244097,-178.944168,-384.517212,424.7526217,235.3
18:18:20:018,-1248,864,-224,0.050567,-153.502747,-378.315125,408.2712697,235.3
18:18:20:108,-2048,64,960,-37.561951,-148.217957,-328.374939,362.2286067,235.3
18:18:20:198,192,576,64,-33.255672,-130.965668,-313.896027,341.7435613,235.3
18:18:20:288,672,-1216,-928,-20.211096,-156.568954,-335.915802,371.1627026,235.3
18:18:20:379,704,416,1120,-6.877083,-143.089966,-284.921173,318.9076786,235.3
18:18:20:468,192,-1344,-1216,-3.230479,-171.019608,-317.314911,360.4814767,235.3
18:18:20:566,1472,544,-704,23.435991,-154.387054,-330.549805,365.5786943,235.3
18:18:20:648,224,-768,2432,27.100193,-168.531113,-238.442993,293.2442965,235.3
18:18:20:738,-736,832,-32,13.354949,-145.717697,-231.426498,273.8069135,235.3
18:18:20:829,-352,-1760,640,6.793591,-182.408661,-202.668015,272.7515294,235.3
18:18:20:919,-512,-256,-640,-2.424669,-184.095734,-216.875183,284.485436,235.3
18:18:21:010,-352,-256,704,-8.589914,-185.709503,-187.655487,264.152206,235.3
18:18:21:099,-576,1120,320,-18.4911,-157.007935,-171.764252,233.4445774,235.3
18:18:21:188,-32,-608,608,-18.725368,-166.955963,-147.863098,223.8044431,235.3
18:18:21:278,-224,-480,-32,-22.225441,-173.771698,-144.365189,227.0063458,235.3
18:18:21:369,-544,-256,96,-31.008211,-175.534592,-137.305374,225.0037063,235.3
18:18:21:458,384,-96,-512,-24.067732,-173.862549,-148.046509,229.6197084,235.3
18:18:21:549,-448,-256,-1120,-31.097757,-175.556396,-175.329712,250.055247,235.3
18:18:21:638,288,320,-352,-25.849104,-165.527359,-180.24469,246.0805377,235.3
18:18:21:727,224,640,-64,-21.780602,-149.393326,-177.087479,232.7074036,235.3
18:18:21:818,288,1312,-704,-16.792606,-120.24453,-191.05159,226.3657409,235.3
18:18:21:908,896,1024,-800,-2.239808,-97.227005,-206.934494,228.648184,235.3
18:18:22:045,-1056,800,224,-19.073496,-79.137642,-195.850372,212.0941603,235.3
18:18:22:133,288,224,864,-14.145042,-73.041397,-169.05014,184.6972597,235.3
18:18:22:223,64,-1408,32,-12.903185,-99.515182,-163.989151,192.2555728,235.3
18:18:22:316,-352,32,-224,-18.215872,-96.890884,-165.468475,192.6122468,235.3
18:18:22:403,-576,224,64,-26.877413,-90.596794,-159.941467,185.7725687,235.3
18:18:22:493,-64,576,-384,-27.45129,-77.692703,-165.234848,184.6409608,235.3
18:18:22:586,-416,1824,-128,-33.370739,-41.106316,-164.371719,172.6887299,235.3
18:18:22:675,-640,1632,-1664,-42.543583,-8.347621,-198.371414,203.0538281,235.3
18:18:22:764,-832,1568,-1952,-54.443665,22.916737,-238.387802,245.5972997,235.3
18:18:22:944,-896,-256,128,-68.057404,5.601777,-223.982971,234.1614004,235.3
18:18:23:080,-128,32,64,-68.950729,6.11917,-217.553253,228.3003836,235.3
18:18:23:169,672,192,192,-58.057663,9.694172,-208.558578,216.7056752,235.3
18:18:23:259,-544,-128,160,-65.201027,7.086428,-200.574707,211.0251276,235.3
18:18:23:398,448,-928,-96,-57.695053,-10.340676,-198.3414,206.8210813,235.3
18:18:23:484,-448,64,160,-63.378193,-8.955584,-190.833313,201.2817706,235.3
18:18:23:577,160,96,192,-60.147652,-7.033048,-182.921539,192.6849585,235.3
18:18:23:666,0,-384,-64,-59.286407,-13.827949,-180.49556,190.4855307,235.3
18:18:23:754,288,-576,352,-54.378063,-23.855494,-169.825119,179.9072799,235.3
18:18:23:894,-64,224,-64,-54.513077,-19.463964,-167.724487,177.4317474,235.3
18:18:23:982,416,-224,-256,-48.001015,-23.042206,-169.446213,177.61492,235.3
18:18:24:114,-768,352,256,-57.92123,-16.567944,-161.292953,172.1766022,235.3
18:18:24:204,288,-64,960,-53.153103,-17.37879,-140.032547,150.7859042,235.3
18:18:24:294,-192,544,288,-55.053806,-7.93456,-131.892578,143.1416464,235.3
18:18:24:394,-352,-576,-96,-59.074856,-17.436924,-131.217117,144.9545333,235.3
18:18:24:477,-768,-384,32,-68.601891,-23.535135,-128.20015,147.293586,235.3
18:18:24:565,-960,-1536,1376,-80.587624,-48.463497,-100.813019,137.863485,235.3
18:18:24:658,-224,-1120,736,-82.523827,-66.354927,-85.407646,136.0427299,235.3
18:18:24:743,672,832,384,-72.444305,-51.290569,-76.78286,117.3648473,235.3
18:18:24:836,-32,-864,-128,-71.903206,-64.930771,-77.715454,124.2005147,235.3
18:18:24:924,448,480,-224,-65.033798,-55.792076,-80.334084,117.4551645,235.3
18:18:25:017,-128,32,-640,-65.863335,-54.328537,-90.204727,124.2033075,235.3
18:18:25:105,-160,-224,288,-67.088921,-57.115475,-83.577972,121.442901,235.3
18:18:25:195,-1280,128,0,-82.7061,-54.11401,-82.128075,128.5054309,235.3
18:18:25:289,-800,-800,192,-92.042732,-66.058212,-77.445946,137.2349316,235.3
18:18:25:421,-384,-1696,736,-95.847267,-92.124908,-63.711918,147.4208457,235.3
18:18:25:513,256,128,384,-91.295189,-88.548874,-56.159466,139.0309327,235.3
18:18:25:598,0,544,-64,-90.121033,-78.393288,-56.29068,132.045253,235.3
18:18:25:691,-192,0,-352,-91.417007,-77.139153,-61.158733,134.3425052,235.3
18:18:25:779,-32,128,-96,-90.669174,-73.904022,-61.726295,132.260497,235.3
18:18:25:872,384,192,-192,-84.762222,-69.759033,-63.815857,126.9780318,235.3
18:18:25:960,64,192,-224,-82.916588,-65.720253,-66.351097,124.8870702,235.3
18:18:26:050,-96,32,128,-83.077393,-64.227745,-63.313469,122.6199487,235.3
18:18:26:140,-64,256,0,-82.845703,-59.401123,-62.335403,119.4889383,235.3
18:18:26:231,32,64,64,-81.467171,-57.55722,-60.411072,116.6157414,235.3
18:18:26:320,192,-32,64,-78.216232,-57.180042,-58.539841,113.2000404,235.3
18:18:26:408,-128,128,160,-78.80426,-54.485516,-55.29361,110.6172055,235.3
18:18:26:501,-128,-320,-128,-79.379128,-58.307465,-56.362377,113.4791786,235.3
18:18:26:588,-256,32,96,-81.421143,-57.019272,-54.151966,113.1946789,235.3
18:18:26:679,-128,-32,0,-81.955368,-56.666775,-53.375259,113.0341719,235.3
18:18:26:862,224,-32,96,-78.67849,-56.429092,-49.199303,108.6053343,235.3
18:18:26:949,-192,224,64,-79.944069,-52.634148,-47.631973,106.9121722,235.3
18:18:27:040,-224,320,-192,-81.538689,-47.631226,-49.60796,106.6688389,235.3
18:18:27:129,-224,-128,0,-83.102837,-48.703777,-48.93623,108.0411682,235.3
18:18:27:219,-32,-64,-224,-82.546288,-48.90554,-51.277355,108.7888259,235.3
18:18:27:314,-32,32,128,-82.001175,-47.851929,-48.903347,106.7967095,235.3
18:18:27:399,320,-96,64,-77.707802,-48.471874,-47.422588,103.1354784,235.3
18:18:27:489,-96,-32,64,-77.902634,-48.262283,-45.976952,102.5277936,235.3
18:18:27:580,-64,160,64,-77.756058,-45.644745,-44.56525,100.5758858,235.3
18:18:27:668,-128,192,-64,-78.280388,-42.682858,-44.812096,99.7886239,235.3
18:18:27:759,128,-128,32,-76.147835,-43.738049,-43.848358,98.15390061,235.3
18:18:27:851,32,-128,32,-75.036713,-44.769192,-42.907078,97.34375272,235.3
18:18:27:943,-224,96,32,-76.554863,-43.064541,-41.987499,97.3558001,235.3
18:18:28:029,-32,-32,0,-76.104042,-42.931789,-41.477547,96.72306147,235.3
18:18:28:122,-96,-96,-32,-76.303513,-43.561089,-41.363724,97.11206019,235.3
18:18:28:208,32,128,-256,-75.228035,-41.548401,-43.911297,96.50766229,235.3
18:18:28:301,-256,192,160,-77.009308,-38.831089,-41.509262,95.71471059,235.3
18:18:28:389,-64,64,-96,-76.881912,-37.64296,-42.146236,95.41554401,235.3
18:18:28:482,-160,160,-96,-77.688156,-35.380848,-42.769161,95.48012945,235.3
18:18:28:570,-224,448,416,-79.096062,-29.889572,-37.517693,92.5048692,235.3
18:18:28:660,32,480,-288,-78.034142,-24.107473,-40.378193,91.10925333,235.3
18:18:28:750,-96,896,160,-78.20462,-13.68652,-38.104511,88.06382445,235.3
18:18:28:840,128,-288,1152,-76.265671,-16.814434,-24.699053,81.90983447,235.3
18:18:28:932,1184,704,416,-64.477776,-8.64379,-19.674759,67.9646588,235.3
18:18:29:020,-928,-1184,-928,-72.679665,-22.005228,-30.002823,81.65006523,235.3
18:18:29:113,-128,32,64,-73.209068,-21.384092,-28.927006,81.56971683,235.3
18:18:29:198,160,864,928,-70.996048,-11.305976,-18.079233,74.12909409,235.3
18:18:29:291,1120,480,160,-59.748692,-5.679704,-16.04538,62.12583563,235.3
18:18:29:383,256,-832,-320,-56.725079,-15.126188,-19.489748,61.85779198,235.3
18:18:29:470,576,-320,96,-50.686028,-18.628403,-18.187922,56.98149998,235.3
18:18:29:559,320,32,320,-47.137535,-18.049952,-14.409673,52.49177697,235.3
18:18:29:651,-96,224,-192,-47.604252,-15.312932,-16.384922,52.62239413,235.3
18:18:29:742,-416,-160,-192,-51.093113,-16.938456,-18.323502,56.86095509,235.3
18:18:29:829,128,0,-160,-49.400677,-16.749731,-19.875738,55.8213699,235.3
18:18:29:923,32,96,-160,-48.635937,-15.50693,-21.398586,55.35177259,235.3
18:18:30:009,32,128,-128,-47.88422,-13.938861,-22.547834,54.73203074,235.3
18:18:30:100,160,96,32,-45.961082,-12.747193,-21.964809,52.51061628,235.3
18:18:30:189,96,32,-64,-44.654476,-12.266319,-22.409822,51.44594183,235.3
18:18:30:280,-288,96,32,-46.880039,-11.114191,-21.839363,52.89821428,235.3
18:18:30:371,160,-64,-192,-44.996086,-11.672249,-23.606804,52.13607529,235.3
18:18:30:459,32,96,-64,-44.298401,-10.546764,-24.023449,51.4850334,235.3
18:18:30:638,0,-64,-96,-44.363983,-12.958903,-21.923407,51.15400208,235.3
18:18:30:730,0,32,-32,-43.971291,-12.5002,-22.025007,50.74278634,235.3
18:18:30:821,96,160,-32,-42.742115,-10.756454,-22.124599,49.31619996,235.3
18:18:30:911,0,0,64,-42.369003,-10.64844,-21.273048,48.5907837,235.3
18:18:31:001,32,32,-96,-41.724884,-10.224345,-22.00592,48.2676257,235.3
18:18:31:092,-64,-64,128,-41.916435,-10.754271,-20.546894,47.90424533,235.3
18:18:31:183,32,0,-64,-41.285938,-10.649217,-20.966711,47.51355038,235.3
18:18:31:268,0,0,32,-40.936241,-10.546173,-20.45944,46.96366976,235.3
18:18:31:361,64,0,-32,-40.054161,-10.445084,-20.569033,46.22251304,235.3
18:18:31:448,32,-64,-32,-39.452282,-10.953664,-20.676588,45.86923371,235.3
